display_name,url,contact_url,evidence,source_url,company_name,fetch
岡崎製材,https://www.okazaki-seizai.co.jp/,https://www.okazaki-seizai.co.jp/inquiry/,100年超の歴史を有する愛知県岡崎市の老舗材木屋。一流の目利きが世界中から仕入れた多種多様な無垢材は200樹種・5万点を超え、日本有数の保有量を誇る。脈々と受け継ぐ材木知識・経験により歴代の目利きが世界中から揃えた銘木は、丁寧に製材・乾燥・加工され豊富なラインナップとして保管しており、お客様のご要望に合わせて「あなただけの一点」をご提案する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25360/,岡崎製材株式会社,ok
岩や,https://www.iwaya-hp.com/,https://www.iwaya-hp.com/pages/contact,人工盆栽・凧・クリスマスツリー ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24963/,株式会社岩や,ok
市川甚商事,https://ichikawa-jin.co.jp/,https://ichikawa-jin.co.jp/contact.html,ネットワーク配信システムや3面マルチディスプレイシステムの展示など、小型電子POPから大型サイネージまでの店頭演出用サイネージを展示。 小型のLEDビジョンや薄型LEDポスターなどのLED関連商品も展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25015/,市川甚商事株式会社,ok
店研創意,https://www.tenken.co.jp/,https://www.tenken.co.jp/contact/,これまでの店舗什器製作で培ってきたノウハウを活用し、商業施設やオフィスなどの共有空間の提案を行う。シグニチャーアイテムとなるソファを中心に、テーブル・チェアなどを紹介。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24646/,株式会社店研創意,ok
摂津金属工業所,https://www.settsukinzoku.co.jp/,https://www.settsukinzoku.co.jp/inquiry/index.html,スチールパイプを主材とした家具・建材を受託生産する工場が、新しい空間演出の素材としてのスチールパイプ加工を提示するものである。スチールパイプの交線をレーザーで精緻に切断し、職人の手で組み上げた構造体は、軽やかさと緊張感を併せ持つ。家具の枠を超え、空間を構成・編集する要素としての可能性を示す。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25813/,,ok
摂津金属工業所,https://www.settsukinzoku.co.jp/,https://www.settsukinzoku.co.jp/inquiry/index.html,金属加工の老舗工場が、自社の3Dパイプレーザー加工技術を基盤に立ち上げたスチール家具ブランドKOSEN。楕円形パイプ同士の交線をレーザーで正確にカットし、熟練職人の手で美しく組み上げるミニマルかつ機能的なデザインを特徴とする。ソーホースやスツール、ハンガーラックなど、普遍性のあるシンプルな家具、什器を提案し、日常空間、オフィス、店舗にも調和するコレクションを,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25258/,,ok
新日本創業,https://flyvision.jimdofree.com/,https://flyvision.jimdofree.com/お問い合わせ/,「Flyvision」: 見る者の視線は、あたかも三次元空間に浮遊するがごとく見える展示品に釘付けに。欧米や中東で多数の著名ブランドが採用、国内でも大手メーカーのショールームやイベントなどに続々採用中のユニークなディスプレイ。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25270/,新日本創業株式会社,ok
日本サインデザイン協会,https://www.sign.or.jp/,https://www.sign.or.jp/inquiry,第59回日本サインデザイン賞の入賞作品を紹介。 当協会は、優れたサインデザイン作品を広く社会にアピールすることにより、サインデザインの普及および啓発を図ることを目的として、1966年から我が国唯一の総合的サインデザイン賞として「日本サインデザイン賞」を開催している。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25864/,,ok
日本写真印刷コミュニケーションズ,https://www.nissha-comms.co.jp/,https://www.nissha-comms.co.jp/contact/?ct=4,昇華転写生地「Fabright」と、LEDバックライト仕様のフレームを組み合わせたテンションファブリックサイン「Fabrightサイン」を出展。w1700×h2200mmをはじめ、各種サイズの内照式サインを展示する。 来場者へは、高精細な印刷技術で空間を鮮やかに装飾できる「Fabrightサイン」の説明に加え、盤面のファブリック生地を容易に交換できる施工性の,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25221/,日本写真印刷コミュニケーションズ株式会社,ok
日本商環境デザイン協会,https://www.jcd.or.jp/jp/,https://www.jcd.or.jp/jp/form/form.php,日本空間デザイン賞2025の受賞作品を展示している。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25865/,,ok
日本建設情報センター,https://www.cic-ct.co.jp/,https://www.cic-ct.co.jp/dataclaim/,石綿調査・分析・調査報告書作成・法令対応まで、石綿に関する対応事項を丸ごとお任せできる「石綿の窓口」サービスを全国で展開する。「石綿の窓口」は、全国対応のため元請会社様で依頼先窓口を一本化でき、また調査報告書もGビズの様式に対応しているため、報告書を見ながら手間なく申請が可能である。石綿含有調査者の資格講座も全国で運営しているため教育もお任せ可能。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25943/,会社名称株式会社,ok
日本空間デザイン協会,http://www.dsa.or.jp/,https://www.dsa.or.jp/info/,日本空間デザイン賞2025を受賞した優秀作品の展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25893/,,ok
日本製図器工業,https://nsksystem.co.jp/,https://nsksystem.co.jp/product/formech/jp/,SDGsで更に注目を受けているFSC認証の紙資材「Re-board(リボード)」や、什器やパッケージを設計する専用CAD「ArtiosCAD」をはじめ、省力化や高付加価値を叶えるデジタルソリューション「Kongsberg」、デジタルエンボスとデジタル印刷の両方の長所を兼ね備えた「Dimense」、更にソフト・デジタルサイネージなどご案内します。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25298/,,ok
東亜コルク,http://www.toa-cork.co.jp/,,東亜コルク株式会社の製品は、生産量、コルクの森の面積ともに世界一のポルトガルで作られています。地球環境に優しい素材「コルク」を、商業施設の床材に「コルクタイル」だけではなく、意匠性の高い「ウォールコルク」を店装向けにご提案いたします。当社では持続可能な社会の実現に向けSDGsの3つの目標を課題とし、取り組みを進めていきます。弊社はコルク建材を納入する事で炭素,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24868/,,ok
東京ブラインド工業,https://tokyo-blinds.co.jp/,https://tokyo-blinds.co.jp/reform/,吸音アコースティックカーテン・シェードをはじめとした吸音製品を多数展示します。その他木製ブラインドなど東京ブラインドのオリジナル製品も展示します。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25157/,東京ブラインド工業株式会社,ok
東京メタル工業,https://www.denkyu.co.jp/,https://www.denkyu.co.jp/contact/,店舗用、家庭用などのLED電球、フィラメント形のLED電球、LED直管など他社にないようなLEDなどを発売。またシーリングファン、シーリングライト、ベースライトなども家庭用から業務用まで発売。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24887/,東京メタル工業株式会社,ok
東京堂,https://www.e-tokyodo.com/display/,,アーティフィシャルフラワー(造花)ブランド「MAGIQ(マジック)」を使用した、居心地の良いオフィスや商業施設、住まい作りにつながる、様々な装飾をご提案。MAGIQシリーズの商品は、環境に馴染むリアルな見た目、色褪せなどの劣化が少ないことが特徴。併せて、難燃性がある商品や、再生プラスチックを原材料とした商品「ReCO(リコ)」も、紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25099/,株式会社東京堂商店,ok
東西電気産業,https://www.tozaidensan.co.jp/,https://www.tozaidensan.co.jp/contact.html,商品を魅力的に見せる棚下照明。2025年、トウザイから発売する棚下照明は「商品を明るく照らすだけ」ではない。通常の照明に除菌機能を搭載した“トウザイの除菌LEDライトバー”は、不特定多数の人々が触っていく陳列商品を恒常的に除菌。しかも人体に無害な範囲の可視光を利用しているため、売り場でも安心して使うことができる。お客様の細菌感染リスクを軽減し、売り場の安心と,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25162/,,ok
東谷,https://www.azumaya-kk.com/,https://www.azumaya-kk.com/faq/,3000点を超える品揃えの家具・インテリアの総合ブランド『RoomEssence』から2026年の新商品が登場。 今年のテーマは「THE COLOR」。 彩りと個性をキーワードに、心地よく寄り添うアイテムが揃う。 今回は新カタログに掲載される559もの新アイテムから選りすぐりの商品を展示する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24912/,東谷株式会社,ok
板蔵ファクトリー,https://itakura-factory.com/,https://itakura-factory.com/contact/,板蔵ファクトリーは、非住宅向けブランド「ITAKURA 2.0」の新作を展示する。職人の高度な技術と革新的デザインを融合させた全く新しい無垢一枚板家具のコレクションを披露。また、新素材「HARIWOOD」による突板の新たな活用方法を提案する。木のプロフェッショナルとして携わった多彩な空間提案の事例も多数紹介。伝統技法と創造性により、木の持つ無限の可能性と新し,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25264/,板蔵ファクトリー株式会社,ok
梅花堂紙業,https://baikado.jp/shikioriori/,https://baikado.jp/contact/,日本の美しい風景、四季折々が織りなすように、梅花堂は家具を通して和の空間に彩りを添え、桜の季節にふさわしいディスプレイを演出。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25797/,,ok
毛受,https://sakan-art.jp/,https://sakan-art.jp/contact/,天然大理石と消石灰をベースにしたカラフルな意匠仕上材「フレスカラリ」を紹介。あらゆる面に鮮やかな発色と多様な表情を生み出すドイツ産左官材。打ち放しコンククリートをリアルに再現する「フレスコトン」や金属左官の「リアルメタル」も展示 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25347/,株式会社毛受,ok
水上,https://www.omoio.jp/,https://www.omoio.jp/inquire/inquire1,赤ちゃんとの外出がもっと快適で安心になるように、「あったらいいな」をコンセプトに開発された施設向け育児用品を展示している。 清潔で使いやすいおむつ交換台やベビーチェア、安全で楽しいキッズコーナー、ベビールーム向けの家具類など、細かな配慮が行き届いた製品を展示。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25094/,株式会社水上,ok
永柳工業,https://www.nagayanagi.co.jp/,https://www.nagayanagi.co.jp/contact.html,ホテルなどから回収されたワインコルクをアップサイクルして新しい商品を生み出す活動「CIRCLE OF CORK」から新シリーズ “Wall & Floor Material”を展示します。 世界中から集まったワインのコルク栓が持つ表情豊かな外観、リサイクルならではのヴィンテージ感、天然資源コルクの持つ驚異的な物性。 これらを損なうことなく活かし切ることで、オ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24898/,永柳工業株式会社,ok
田代合金所,https://tgmetal.co.jp/,https://tgmetal.co.jp/contact/,イタリア・ミラノ発の内装ソリューション「WOOD-SKIN」を用いた壁面・什器と、錫内装材「コンウォール」を展示する。WOOD-SKINは複雑な3DデザインをAIにより容易に組み上げられるパーツに分割、出力する内装ソリューション。壁面・天井・カウンター・什器などに対応可能。コンウォールは錫という金属を用いた内装材。1枚1枚を職人が鋳造することでオーダーメイド,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25377/,株式会社田代合金所,ok
発研セイコー,https://www.hakkenseiko.jp/,https://www.hakkenseiko.jp/catalog-inquiry.html,オーダーメイドのLEDサインを製作する発研セイコー。 ブースのメインは、光が流れるように動く大型のサイン2点。3Dプリンターをはじめとした様々な機械や加工技術が用いられている。また、過去の事例を基に製作したサインの、依頼内容から製作のポイントまで特別に公開。さらに、多彩なLED/塗装サンプルや、40年で培った技術による挑戦的なサインを多数紹介。デザインのアイ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24784/,会社名称株式会社,ok
白川製紙,http://www.shirakawa-paper.co.jp/hyper_nature/,http://www.shirakawa-paper.co.jp/hyper_nature/#contact,白川製紙は明治32年、愛媛県で創業し、紙を作り続けてきた。100年の歴史と技術・ものづくりの志を基礎に、和紙織物壁紙「HYPER NATURE」がある。和紙のもつ素材感、風合い、温もり。美しい本物の和紙で、ゆとりある生活空間を愉しんでいただきたい。その想いから、日本国内にある素晴らしい技術を持った工場、より良い製品加工方法を求め探し巡り、生まれた。染めの技術,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25907/,白川製紙株式会社,ok
石材商太元屋,http://www.daigenya.jp/,http://www.daigenya.jp/List_of_updates.html,花崗岩のダイヤモンド「庵治石(アジイシ)」と呼ばれる高級石材があるのをご存知だろうか。 香川県の一部のみで採石されている石で採石は歴史が古く、日本全国各所に使用され、首相官邸の景観石に使われているのは特に有名である。 展示会場では、迫力のある原石そのものや石の層に出来る肌をモザイクタイルにした施工例など、画像ではわかりにくい庵治石の生の石の表情を見る事が出来,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24718/,有限会社石材商,ok
空間デザイン機構,http://www.kukandesign.jp/,http://www.kukandesign.jp/contact/index.html,「最先端の空間デザイン」というテーマで、空間デザイン機構3団体(DSA・JCD・SDA)が開催しているデザインアワード(日本空間デザイン賞・日本サインデザイン賞)の時代の最先端を行く受賞作品の数々を一堂に紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25177/,,ok
第一精工舎,https://www.f-b-i.co.jp/,https://www.f-b-i.co.jp/freeblend-contact,処分が課題となっている「もみ殻」を配合した環境配慮型樹脂素材による店舗什器やサイン・備品を展示する。大手飲料メーカーで採用実績のあるフロア什器をはじめ、買い物かごやゴミ箱などを紹介する。エコ素材でありながら、ガラス質を含むもみ殻由来の高い剛性と、切断や接着といった加工のしやすさを両立している。環境配慮とデザインの自由度を兼ね備えた、新しい商空間づくりの提案で,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25882/,第一精工舎株式会社,ok
緑川化成工業,https://www.midorikawa.co.jp/,https://www.midorikawa.co.jp/contact/contact.php,再生アクリルを80%使用したアクリル板「リアライト」と再生アクリルミラー「リアライトミラー」。 展示内容としては、アクリルの特徴である「透過性や反射・光の屈折」をミラー素材やライティングと組み合わせる事で、もう一つの特徴であるアクリルのリサイクル・資源循環を表現する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25757/,,ok
興和産業,https://www.kowasangyo.co.jp/,https://www.kowasangyo.co.jp/contact/,成型加工技術を活かした内装建材です。キーワードは「立体デザイン」の提案。大変好評を得ている不燃ルーバー材に関して、異形ルーバーの紹介を致します。デザインボードでは、昨年参考出品でありましたメタル調の商品を正式にメタルコレクションとして展示いたします。また新規に木質2次曲面パネルDRを展示致します。他社にないオリジナル性の高い商品を展示しますので、是非お立寄り,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24995/,興和産業株式会社,ok
萩原,https://www.e-hagiwara.co.jp/,https://www.e-hagiwara.co.jp/contact/,Livio(リビオ)は、シンプルな構造により、誰でも直感的に組み立てられるディスプレイアイテムである。 軽量で持ち運びしやすく、設置場所を選ばないため、さまざまな空間に柔軟に対応する。 店舗では陳列什器として、自宅ではお気に入りの雑貨や小物を飾るディスプレイとして使用できる。 空間になじむ洗練されたカラーバリエーションにより、用途やシーンを問わず自然にフィッ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25697/,株式会社萩原商店となる,ok
葵製作所,https://www.aoi-ss.co.jp/,https://www.aoi-ss.co.jp/inquiry/,株式会社葵製作所では板金加工の技術を活かし製作したカウンターや棚などの什器や、照明器具などのインテリア製品を展示する。試作品、特注品1点から加工相談、発注が可能である。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25068/,株式会社葵製作所,ok
道進,https://doushin.info/,,電気工事、溶接、シート貼り、サイン取り付け及び撤去、外壁調査、補修等 あらゆる高所作業を可能にするロープアクセス工法を実演紹介する。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24886/,株式会社道進,ok
金照堂,https://aritile.jp/,https://aritile.jp/contact/,「ARITILE」は400年以上の伝統を誇る有田焼の様々な加飾技法を駆使して2021年に生まれた。食器から空間演出へ有田焼の可能性を広げていくブランド。今までは主に壁面演出を中心にしたタイルを中心に発表していたが、本展示では、新たに立体演出への可能性を拡張する試みで、有田焼で風景を生成する空間装置・家具として再構築した「ARITA-SCAPE」をリリースする,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25811/,,ok
電産,https://www.densan.co.jp/,,様々な産業機器に用いられている「基板」。実は12ものレイヤーによって構成されている。わずか数十cm四方の領域の中に閉じ込められた繊細な回路図は“極小の都市空間” これを何らかの形でインテリア空間に落とし込むことはできないだろうか。本展示は、来場者であるデザイナーの方々に問いかけるべく、シンプルに12のレイヤーとして表現してみた。どうか、この「極小都市」の「リ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/25807/,,ConnectTimeout
香蘭社,https://www.koransha.co.jp/,https://www.koransha.co.jp/form/,香蘭社は、国内陶磁器製造メーカーとして、高い技術力で オリジナル磁器タイル、またはタイル素地への加工まで、ご要望に対応。 ,https://messe.nikkei.co.jp/exhibitor/info/JS/ja/24922/,社名株式会社,ok
